rms,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,centroid,bandwidth,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7,rolloff,flatness
0.11903034150600433,-446.47174072265625,141.6627960205078,63.573158264160156,33.11198806762695,7.763796329498291,1.7269487380981445,-0.30040037631988525,-7.615516185760498,-9.693519592285156,-10.530866622924805,-8.27989387512207,-5.434304237365723,-4.553959846496582,-5.312371730804443,-4.321893692016602,0.17884176969528198,3.4814300537109375,2.0415399074554443,-3.487595796585083,-8.005586624145508,505.50126672229277,617.7574653337828,18.565914492362182,15.70178639932378,22.66908111748378,25.89981077703736,28.50748582392283,19.857823768981348,32.29304508374201,647.8260869565217,2.4065350316959666e-06
0.05426471680402756,-313.1026916503906,-13.803535461425781,-18.077695846557617,11.250032424926758,-17.39274024963379,4.0062150955200195,-6.693906784057617,0.8719635009765625,-5.092758655548096,0.639778196811676,-4.294081687927246,-2.9410886764526367,-3.3438503742218018,12.592780113220215,18.797977447509766,24.953182220458984,15.771820068359375,7.63212251663208,-6.234622001647949,-9.774721145629883,8775.265462032914,5729.553894594164,15.79789494574006,8.713388537639496,20.244233266707386,23.195186950021096,23.10484411884441,20.278509269418706,34.60934169194427,15534.990347490348,0.07257737964391708
0.026492243632674217,-380.322998046875,171.05747985839844,-40.01482009887695,22.59537696838379,12.719908714294434,30.375812530517578,-17.199769973754883,-26.67811393737793,-8.634380340576172,9.33248519897461,-36.46694564819336,-13.025440216064453,22.743698120117188,-8.778820991516113,-11.204415321350098,3.7170636653900146,-2.0922787189483643,-7.277500152587891,1.5540131330490112,-9.355499267578125,2195.9646256587876,2682.7793160096203,28.262648225344638,12.4219380599033,17.20538734269429,13.928489923144285,18.004380813622152,23.997367036053987,40.05113902935727,3715.625,0.0004716368275694549
0.0748148038983345,-228.31442260742188,103.02198028564453,25.82122039794922,48.6011962890625,-0.8505164384841919,14.477995872497559,3.6017138957977295,1.5688509941101074,0.5743177533149719,4.864627361297607,-5.214256286621094,-1.4606610536575317,-4.17703914642334,2.5268380641937256,-0.5446289777755737,2.5410430431365967,3.1224746704101562,1.2059623003005981,-5.402373313903809,-2.914490222930908,4774.05513355039,4985.030014387263,11.34158244485357,9.319821527522897,15.756081239291392,16.07108763392368,18.541619765121258,18.80710915126319,36.8878942492209,10087.228260869566,0.020299475640058517
0.08685077726840973,-258.29541015625,16.93059730529785,-11.494004249572754,15.98649787902832,5.07820463180542,25.005327224731445,12.929713249206543,6.217264175415039,-4.526093006134033,3.3767409324645996,5.298007011413574,10.015682220458984,1.081563115119934,-3.8289003372192383,-4.577030181884766,7.701375961303711,4.791343688964844,1.9682058095932007,-2.8150687217712402,1.010987639427185,5862.452287838778,4468.8221929150295,16.98956421342144,10.11511847858435,11.149036110422056,15.19130523621655,20.231558108100906,14.73963885952503,25.40106550231239,11200.500723938225,0.343453973531723
0.13936853408813477,-258.8140563964844,50.177310943603516,-14.501750946044922,15.026456832885742,-9.646933555603027,-1.255124807357788,-7.63159704208374,-8.32447624206543,-15.368574142456055,-11.293475151062012,-12.997908592224121,-10.557527542114258,-9.385026931762695,0.9395386576652527,-5.862828254699707,2.1137452125549316,-0.6282035708427429,-2.292490005493164,-1.3605562448501587,2.8818862438201904,3466.6949411929554,3912.2207508583115,18.367447724922012,18.398499358481793,20.849662319585477,19.30131487604664,21.151721543656627,20.546099176907187,29.33037481935511,7372.043918918919,0.28176817297935486
0.03181934729218483,-392.46063232421875,120.30329132080078,-41.6179084777832,11.480083465576172,-0.813812792301178,-0.7524754405021667,-14.561269760131836,-23.75619125366211,-16.154769897460938,-8.937728881835938,-8.685982704162598,-4.84420108795166,-7.846749305725098,-6.499335765838623,-6.795892715454102,-1.4308171272277832,3.4953200817108154,7.33113956451416,1.6028599739074707,0.9103169441223145,2550.689214504087,2969.2797602491164,17.407747414358262,18.947968359589826,19.056668759123035,18.92451781304903,18.429436740832465,18.797103457139407,38.09194102370554,4388.477855960265,0.009220253676176071
0.12367255985736847,-228.2269287109375,58.947593688964844,-34.552886962890625,-5.749121189117432,-9.424930572509766,-1.986574411392212,-14.220656394958496,-12.390830039978027,-14.77757740020752,-9.186070442199707,-21.835243225097656,-14.029829025268555,-19.841962814331055,-14.802387237548828,-12.869943618774414,-3.70692777633667,-9.731660842895508,-4.755345344543457,-10.886880874633789,-9.204793930053711,4288.801338507212,4415.244122660409,29.4260344074964,23.999037248442374,22.058924700886283,25.38830925560797,25.24957683982346,25.063625350389263,34.82643599373197,9251.84000965251,0.005742088425904512
0.05970563367009163,-481.8851013183594,11.404135704040527,-23.10898780822754,16.163097381591797,-25.471954345703125,-26.53084373474121,-27.329011917114258,-25.555492401123047,-23.74420166015625,-21.014419555664062,-23.229812622070312,3.527376413345337,3.04180645942688,14.240143775939941,24.4505615234375,31.768169403076172,23.31338119506836,5.772530555725098,-2.5388619899749756,-12.69245719909668,2950.7334508127105,3787.7577959222012,11.28411197314581,12.00288073068987,31.994071364260197,22.281548958102444,31.213340286103378,26.106554918470618,40.603285524177146,6404.801324503312,0.0010079264175146818
0.08497987687587738,-280.56793212890625,59.95183563232422,-12.32099437713623,11.983349800109863,-5.76177978515625,13.156106948852539,3.8651797771453857,4.304744243621826,-5.955996036529541,-2.868377685546875,-3.6634867191314697,-3.2702062129974365,-6.346758842468262,-6.680326461791992,-1.305206060409546,-2.551555871963501,-2.14117693901062,-0.5377267003059387,-2.771075487136841,0.5393854379653931,3699.6015496997256,4138.964828217212,14.981086726740017,17.402130234510164,14.972452120002078,16.701134195167764,17.88866364621697,17.5785336088895,29.007833553187048,8435.418677606178,0.28350546956062317
0.025907278060913086,-598.2377319335938,100.03659057617188,-6.446586608886719,-17.787981033325195,3.0141475200653076,-10.796669006347656,-20.382198333740234,-8.357683181762695,-2.9450509548187256,-5.102499485015869,-2.678168773651123,-0.1847522258758545,-2.1003875732421875,-6.638787746429443,-12.408820152282715,-16.746606826782227,-15.247209548950195,-6.672070026397705,2.7839531898498535,4.545923233032227,947.8350914439594,878.162537738085,26.3753610955634,26.659764709556075,29.94634384660384,35.305679975243194,38.86108547268354,42.92027991496187,29.082704297596703,1449.6862934362935,0.0005440879031084478
0.10572934150695801,-376.1631164550781,104.15899658203125,17.091289520263672,31.92507553100586,12.455660820007324,13.08189868927002,5.648880481719971,7.970216751098633,0.9887296557426453,1.1152780055999756,-2.1085047721862793,2.369802951812744,-0.027558671310544014,2.1894257068634033,0.752471387386322,4.381170272827148,1.4369196891784668,2.6385722160339355,-0.7072051763534546,1.6594243049621582,1380.807142752122,2622.5250438125186,19.399486959755208,10.343663292969065,15.544958408044069,16.544768431836765,18.080025987606145,16.860878010611668,34.516959103943606,2305.6809971098264,0.0011366860708221793
